result/USER_ID,result/ITEM_ID,result/EVENT_TYPE,result/EVENT_VALUE,result/TIMESTAMP
soumyadip,PROD51131,CLICK,782.13,1596084968331
soumyadip,PROD51131,CLICK,782.13,1596084968331
soumyadip,PROD44270,CLICK,1840.0,1596084968331
sunil,PROD53163,CLICK,38949.05,1596084968331
soumyadip,PROD44270,CLICK,1840.0,1596084968331
soumyadip,PROD76356,CLICK,1319.12,1596084968331
soumyadip,PROD76356,CLICK,1319.12,1596084968331
soumyadip,PROD52557,CLICK,870.0,1596084968331
soumyadip,PROD52557,CLICK,870.0,1596084968331
sunil,PROD33146,CLICK,899.1,1596084968331
soumyadip,PROD70609,CLICK,659.8999999999996,1596084968331
soumyadip,PROD70609,CLICK,659.8999999999996,1596084968331
soumyadip,PROD84112,CLICK,1152.0,1596084968331
soumyadip,PROD84112,CLICK,1152.0,1596084968331
sunil,PROD33146,CLICK,899.1,1596084968331
sunil,PROD82394,CLICK,1104.15,1596084968331
sunil,PROD53428,PURCHASE,17149.02,1596084968331
sunil,PROD53163,PURCHASE,38949.05,1596084968331
sunil,PROD33146,PURCHASE,899.1,1596084968331
ronty,PROD31574,CLICK,1200.0,1596084968331
ronty,PROD31574,CLICK,1200.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD96101,CLICK,760.0,1596084968331
ronty,PROD96101,CLICK,760.0,1596084968331
ronty,PROD14456,CLICK,854.05,1596084968331
ronty,PROD14456,CLICK,854.05,1596084968331
ronty,PROD26044,CLICK,671.04,1596084968331
ronty,PROD26044,CLICK,671.04,1596084968331
ronty,PROD49238,CLICK,1580.07,1596084968331
ronty,PROD49238,PURCHASE,1580.07,1596084968331
ronty,PROD50119,CLICK,4369.05,1596084968331
ronty,PROD50119,CLICK,4369.05,1596084968331
ronty,PROD75001,CLICK,1469.02,1596084968331
ronty,PROD75001,CLICK,1469.02,1596084968331
ronty,PROD45374,CLICK,1519.05,1596084968331
ronty,PROD45374,CLICK,1519.05,1596084968331
ronty,PROD43404,CLICK,1260.03,1596084968331
ronty,PROD43404,CLICK,1260.03,1596084968331
ronty,PROD66812,CLICK,2429.1,1596084968331
ronty,PROD66812,CLICK,2429.1,1596084968331
ronty,PROD50119,CLICK,4369.05,1596084968331
ronty,PROD50119,CLICK,4369.05,1596084968331
sunil,PROD82394,CLICK,1104.15,1596084968331
ronty,PROD45374,CLICK,1519.05,1596084968331
ronty,PROD50119,PURCHASE,4369.05,1596084968331
ronty,PROD45374,PURCHASE,1519.05,1596084968331
ronty,PROD45374,CLICK,1519.05,1596084968331
Rashi@123,PROD59036,CLICK,189.05,1596084968331
Rashi@123,PROD59036,CLICK,189.05,1596084968331
Rashi@123,PROD53963,CLICK,155.82,1596084968331
Rashi@123,PROD53963,CLICK,155.82,1596084968331
Rashi@123,PROD96197,CLICK,199.5,1596084968331
Rashi@123,PROD96197,CLICK,199.5,1596084968331
Rashi@123,PROD19577,CLICK,174.6,1596084968331
Rashi@123,PROD19577,CLICK,174.6,1596084968331
Rashi@123,PROD50409,CLICK,250.0,1596084968331
Rashi@123,PROD50409,CLICK,250.0,1596084968331
Rashi@123,PROD86699,CLICK,268.8,1596084968331
Rashi@123,PROD86699,CLICK,268.8,1596084968331
Rashi@123,PROD70500,CLICK,250.0,1596084968331
Rashi@123,PROD70500,CLICK,250.0,1596084968331
Rashi@123,PROD69605,CLICK,282.0,1596084968331
Rashi@123,PROD69605,CLICK,282.0,1596084968331
Rashi@123,PROD36814,CLICK,150.0,1596084968331
Rashi@123,PROD36814,CLICK,150.0,1596084968331
Rashi@123,PROD17407,CLICK,190.0,1596084968331
Rashi@123,PROD17407,CLICK,190.0,1596084968331
Rashi@123,PROD59036,CLICK,189.05,1596084968331
Rashi@123,PROD59036,CLICK,189.05,1596084968331
Rashi@123,PROD53963,CLICK,155.82,1596084968331
Rashi@123,PROD53963,CLICK,155.82,1596084968331
Rashi@123,PROD75009,CLICK,106.82,1596084968331
Rashi@123,PROD75009,CLICK,106.82,1596084968331
Rashi@123,PROD96197,CLICK,199.5,1596084968331
Rashi@123,PROD96197,CLICK,199.5,1596084968331
Rashi@123,PROD19577,CLICK,174.6,1596084968331
Rashi@123,PROD19577,CLICK,174.6,1596084968331
Rashi@123,PROD50409,CLICK,250.0,1596084968331
Rashi@123,PROD50409,CLICK,250.0,1596084968331
Rashi@123,PROD86699,CLICK,268.8,1596084968331
Rashi@123,PROD86699,CLICK,268.8,1596084968331
Rashi@123,PROD70500,CLICK,250.0,1596084968331
Rashi@123,PROD70500,CLICK,250.0,1596084968331
Rashi@123,PROD59036,CLICK,189.05,1596084968331
Rashi@123,PROD59036,CLICK,189.05,1596084968331
Rashi@123,PROD53963,CLICK,155.82,1596084968331
Rashi@123,PROD53963,CLICK,155.82,1596084968331
Rashi@123,PROD75009,CLICK,106.82,1596084968331
Rashi@123,PROD75009,CLICK,106.82,1596084968331
Rashi@123,PROD75009,CLICK,106.82,1596084968331
Rashi@123,PROD75009,CLICK,106.82,1596084968331
Rashi@123,PROD75009,CLICK,106.82,1596084968331
Rashi@123,PROD75009,CLICK,106.82,1596084968331
Rashi@123,PROD31574,CLICK,1200.0,1596084968331
Rashi@123,PROD31574,CLICK,1200.0,1596084968331
Rashi@123,PROD49238,CLICK,1580.07,1596084968331
Rashi@123,PROD49238,CLICK,1580.07,1596084968331
Rashi@123,PROD74963,CLICK,1350.0,1596084968331
Rashi@123,PROD74963,CLICK,1350.0,1596084968331
Rashi@123,PROD49238,CLICK,1580.07,1596084968331
Rashi@123,PROD49238,CLICK,1580.07,1596084968331
Rashi@123,PROD68804,CLICK,449.1,1596084968331
Rashi@123,PROD68804,CLICK,449.1,1596084968331
Rashi@123,PROD50119,CLICK,4369.05,1596084968331
Rashi@123,PROD50119,CLICK,4369.05,1596084968331
Rashi@123,PROD75001,CLICK,1469.02,1596084968331
Rashi@123,PROD75001,CLICK,1469.02,1596084968331
Rashi@123,PROD54573,CLICK,1471.08,1596084968331
Rashi@123,PROD54573,CLICK,1471.08,1596084968331
Rashi@123,PROD45374,CLICK,1519.05,1596084968331
Rashi@123,PROD45374,CLICK,1519.05,1596084968331
Rashi@123,PROD43404,CLICK,1260.03,1596084968331
Rashi@123,PROD43404,CLICK,1260.03,1596084968331
Rashi@123,PROD66812,CLICK,2429.1,1596084968331
Rashi@123,PROD66812,CLICK,2429.1,1596084968331
Rashi@123,PROD45374,CLICK,1519.05,1596084968331
Rashi@123,PROD45374,CLICK,1519.05,1596084968331
Rashi@123,PROD50119,CLICK,4369.05,1596084968331
Rashi@123,PROD75001,CLICK,1469.02,1596084968331
Rashi@123,PROD50119,CLICK,4369.05,1596084968331
Rashi@123,PROD75001,CLICK,1469.02,1596084968331
Rashi@123,PROD75001,CLICK,1469.02,1596084968331
Rana@123,PROD31574,CLICK,1200.0,1596084968331
Rana@123,PROD31574,CLICK,1200.0,1596084968331
Rana@123,PROD74963,CLICK,1350.0,1596084968331
Rana@123,PROD74963,CLICK,1350.0,1596084968331
Rana@123,PROD96101,CLICK,760.0,1596084968331
Rana@123,PROD96101,CLICK,760.0,1596084968331
Rana@123,PROD16410,CLICK,900.0,1596084968331
Rana@123,PROD16410,CLICK,900.0,1596084968331
Rana@123,PROD31574,CLICK,1200.0,1596084968331
Rana@123,PROD31574,CLICK,1200.0,1596084968331
Rana@123,PROD59036,CLICK,189.05,1596084968331
Rana@123,PROD59036,CLICK,189.05,1596084968331
Rana@123,PROD75009,CLICK,106.82,1596084968331
Rana@123,PROD75009,CLICK,106.82,1596084968331
Rana@123,PROD19577,CLICK,174.6,1596084968331
Rana@123,PROD19577,CLICK,174.6,1596084968331
Rana@123,PROD96197,CLICK,199.5,1596084968331
Rana@123,PROD96197,CLICK,199.5,1596084968331
Rana@123,PROD50409,CLICK,250.0,1596084968331
Rana@123,PROD50409,CLICK,250.0,1596084968331
Rana@123,PROD86699,CLICK,268.8,1596084968331
Rana@123,PROD86699,CLICK,268.8,1596084968331
Rana@123,PROD70500,CLICK,250.0,1596084968331
Rana@123,PROD70500,CLICK,250.0,1596084968331
Rana@123,PROD69605,CLICK,282.0,1596084968331
Rana@123,PROD69605,CLICK,282.0,1596084968331
Rana@123,PROD36814,CLICK,150.0,1596084968331
Rana@123,PROD36814,CLICK,150.0,1596084968331
Rana@123,PROD17407,CLICK,190.0,1596084968331
Rana@123,PROD17407,CLICK,190.0,1596084968331
Rana@123,PROD59036,CLICK,189.05,1596084968331
Rana@123,PROD59036,CLICK,189.05,1596084968331
Rana@123,PROD59036,CLICK,189.05,1596084968331
Rana@123,PROD75009,CLICK,106.82,1596084968331
Rana@123,PROD75009,CLICK,106.82,1596084968331
Rana@123,PROD17407,CLICK,190.0,1596084968331
Rana@123,PROD17407,CLICK,190.0,1596084968331
Rana@123,PROD17407,CLICK,190.0,1596084968331
ronty,PROD54573,CLICK,1471.08,1596084968331
ronty,PROD54573,CLICK,1471.08,1596084968331
ronty,PROD43404,CLICK,1260.03,1596084968331
ronty,PROD43404,CLICK,1260.03,1596084968331
ronty,PROD16410,CLICK,900.0,1596084968331
ronty,PROD16410,CLICK,900.0,1596084968331
ronty,PROD31574,CLICK,1200.0,1596084968331
ronty,PROD31574,CLICK,1200.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD73630,CLICK,2090.0,1596084968331
ronty,PROD73630,CLICK,2090.0,1596084968331
ronty,PROD74335,CLICK,1454.03,1596084968331
ronty,PROD74335,CLICK,1454.03,1596084968331
ronty,PROD16410,CLICK,900.0,1596084968331
ronty,PROD16410,CLICK,900.0,1596084968331
ronty,PROD73630,CLICK,2090.0,1596084968331
ronty,PROD73630,CLICK,2090.0,1596084968331
ronty,PROD31574,CLICK,1200.0,1596084968331
ronty,PROD31574,CLICK,1200.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD96101,CLICK,760.0,1596084968331
ronty,PROD96101,CLICK,760.0,1596084968331
ronty,PROD16410,CLICK,900.0,1596084968331
ronty,PROD16410,CLICK,900.0,1596084968331
ronty,PROD14456,CLICK,854.05,1596084968331
ronty,PROD14456,CLICK,854.05,1596084968331
ronty,PROD74335,CLICK,1454.03,1596084968331
ronty,PROD74335,CLICK,1454.03,1596084968331
ronty,PROD49238,CLICK,1580.07,1596084968331
ronty,PROD49238,CLICK,1580.07,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD75009,CLICK,106.82,1596084968331
ronty,PROD75009,CLICK,106.82,1596084968331
ronty,PROD53963,CLICK,155.82,1596084968331
ronty,PROD53963,CLICK,155.82,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD19577,CLICK,174.6,1596084968331
ronty,PROD19577,CLICK,174.6,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD86699,CLICK,268.8,1596084968331
ronty,PROD86699,CLICK,268.8,1596084968331
ronty,PROD86699,CLICK,268.8,1596084968331
ronty,PROD86699,CLICK,268.8,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD86699,CLICK,268.8,1596084968331
ronty,PROD86699,CLICK,268.8,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD70500,CLICK,250.0,1596084968331
ronty,PROD70500,CLICK,250.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD36814,CLICK,150.0,1596084968331
ronty,PROD36814,CLICK,150.0,1596084968331
ronty,PROD19577,CLICK,174.6,1596084968331
ronty,PROD19577,CLICK,174.6,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD96197,CLICK,199.5,1596084968331
ronty,PROD96197,CLICK,199.5,1596084968331
ronty,PROD86699,CLICK,268.8,1596084968331
ronty,PROD86699,CLICK,268.8,1596084968331
ronty,PROD69605,CLICK,282.0,1596084968331
ronty,PROD69605,CLICK,282.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD36814,CLICK,150.0,1596084968331
ronty,PROD36814,CLICK,150.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD45374,CLICK,1519.05,1596084968331
ronty,PROD45374,CLICK,1519.05,1596084968331
ronty,PROD31574,CLICK,1200.0,1596084968331
ronty,PROD31574,CLICK,1200.0,1596084968331
ronty,PROD31574,CLICK,1200.0,1596084968331
ronty,PROD31574,CLICK,1200.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD96101,CLICK,760.0,1596084968331
ronty,PROD96101,CLICK,760.0,1596084968331
ronty,PROD16410,CLICK,900.0,1596084968331
ronty,PROD16410,CLICK,900.0,1596084968331
ronty,PROD82941,CLICK,1357.03,1596084968331
ronty,PROD82941,CLICK,1357.03,1596084968331
ronty,PROD49238,CLICK,1580.07,1596084968331
ronty,PROD49238,CLICK,1580.07,1596084968331
ronty,PROD68804,CLICK,449.1,1596084968331
ronty,PROD68804,CLICK,449.1,1596084968331
ronty,PROD96197,CLICK,199.5,1596084968331
ronty,PROD96197,CLICK,199.5,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD53963,CLICK,155.82,1596084968331
ronty,PROD53963,CLICK,155.82,1596084968331
ronty,PROD70500,CLICK,250.0,1596084968331
ronty,PROD70500,CLICK,250.0,1596084968331
ronty,PROD36814,CLICK,150.0,1596084968331
ronty,PROD36814,CLICK,150.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
ronty,PROD74963,CLICK,1350.0,1596084968331
Shree@123,PROD82617,CLICK,189.05,1596084968331
ronty,PROD75009,CLICK,106.82,1596084968331
ronty,PROD75009,CLICK,106.82,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
Shree@123,PROD82617,CLICK,189.05,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD96197,CLICK,199.5,1596084968331
ronty,PROD96197,CLICK,199.5,1596084968331
ronty,PROD53963,CLICK,155.82,1596084968331
ronty,PROD53963,CLICK,155.82,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD59036,CLICK,189.05,1596084968331
ronty,PROD70500,CLICK,250.0,1596084968331
Shree@123,PROD82617,CLICK,189.05,1596084968331
ronty,PROD70500,CLICK,250.0,1596084968331
Shree@123,PROD82617,CLICK,189.05,1596084968331
ronty,PROD36814,CLICK,150.0,1596084968331
ronty,PROD36814,CLICK,150.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
Shree@123,PROD82617,CLICK,189.05,1596084968331
Shree@123,PROD82617,CLICK,189.05,1596084968331
Shree@123,PROD36344,CLICK,38.8,1596084968331
Shree@123,PROD36344,CLICK,38.8,1596084968331
Shree@123,PROD36344,CLICK,38.8,1596084968331
Shree@123,PROD18864,CLICK,127.4,1596084968331
Shree@123,PROD18864,CLICK,127.4,1596084968331
Shree@123,PROD18864,CLICK,127.4,1596084968331
Shree@123,PROD97381,CLICK,58.8,1596084968331
Shree@123,PROD97381,CLICK,58.8,1596084968331
Shree@123,PROD97381,CLICK,58.8,1596084968331
Shree@123,PROD33146,CLICK,899.1,1596084968331
Shree@123,PROD33146,CLICK,899.1,1596084968331
Shree@123,PROD80717,CLICK,581.03,1596084968331
Shree@123,PROD80717,CLICK,581.03,1596084968331
Shree@123,PROD80919,CLICK,899.1,1596084968331
Shree@123,PROD80919,CLICK,899.1,1596084968331
Shree@123,PROD82394,CLICK,1104.15,1596084968331
Shree@123,PROD82394,CLICK,1104.15,1596084968331
Shree@123,PROD24539,CLICK,45589.03,1596084968331
Shree@123,PROD24539,CLICK,45589.03,1596084968331
Shree@123,PROD19922,CLICK,20899.05,1596084968331
Shree@123,PROD19922,CLICK,20899.05,1596084968331
Shree@123,PROD56127,CLICK,284.05,1596084968331
Shree@123,PROD56127,CLICK,284.05,1596084968331
Shree@123,PROD48527,CLICK,664.05,1596084968331
Shree@123,PROD48527,CLICK,664.05,1596084968331
Shree@123,PROD16302,CLICK,35999.1,1596084968331
Shree@123,PROD16302,CLICK,35999.1,1596084968331
Shree@123,PROD88384,CLICK,449.1,1596084968331
Shree@123,PROD88384,CLICK,449.1,1596084968331
Shree@123,PROD13777,CLICK,13299.05,1596084968331
Shree@123,PROD13777,CLICK,13299.05,1596084968331
ronty,PROD26452,CLICK,285.0,1596084968331
ronty,PROD26452,CLICK,285.0,1596084968331
ronty,PROD75001,CLICK,1469.02,1596084968331
ronty,PROD75001,CLICK,1469.02,1596084968331
ronty,PROD66812,CLICK,2429.1,1596084968331
ronty,PROD66812,CLICK,2429.1,1596084968331
ronty,PROD26452,CLICK,285.0,1596084968331
ronty,PROD26452,CLICK,285.0,1596084968331
ronty,PROD50119,CLICK,4369.05,1596084968331
ronty,PROD50119,CLICK,4369.05,1596084968331
ronty,PROD45374,CLICK,1519.05,1596084968331
ronty,PROD45374,CLICK,1519.05,1596084968331
ronty,PROD43404,CLICK,1260.03,1596084968331
ronty,PROD43404,CLICK,1260.03,1596084968331
ronty,PROD26452,CLICK,285.0,1596084968331
ronty,PROD26452,CLICK,285.0,1596084968331
ronty,PROD96197,CLICK,199.5,1596084968331
ronty,PROD96197,CLICK,199.5,1596084968331
ronty,PROD19577,CLICK,174.6,1596084968331
ronty,PROD19577,CLICK,174.6,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD50409,CLICK,250.0,1596084968331
ronty,PROD86699,CLICK,268.8,1596084968331
ronty,PROD86699,CLICK,268.8,1596084968331
ronty,PROD70500,CLICK,250.0,1596084968331
ronty,PROD70500,CLICK,250.0,1596084968331
ronty,PROD36814,CLICK,150.0,1596084968331
ronty,PROD36814,CLICK,150.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD17407,CLICK,190.0,1596084968331
ronty,PROD69605,CLICK,282.0,1596084968331
ronty,PROD69605,CLICK,282.0,1596084968331
ronty,PROD75009,CLICK,106.82,1596084968331
ronty,PROD75009,CLICK,106.82,1596084968331
ronty,PROD53963,CLICK,155.82,1596084968331
ronty,PROD53963,CLICK,155.82,1596084968331
soumyadip,PROD33146,CLICK,899.1,1596084968331
soumyadip,PROD33146,CLICK,899.1,1596084968331
soumyadip,PROD82394,CLICK,1104.15,1596084968331
soumyadip,PROD82394,CLICK,1104.15,1596084968331
soumyadip,PROD80919,CLICK,899.1,1596084968331
soumyadip,PROD80919,CLICK,899.1,1596084968331
soumyadip,PROD24539,CLICK,45589.03,1596084968331
soumyadip,PROD24539,CLICK,45589.03,1596084968331
soumyadip,PROD53163,CLICK,38949.05,1596084968331
soumyadip,PROD53163,CLICK,38949.05,1596084968331
soumyadip,PROD16302,CLICK,35999.1,1596084968331
soumyadip,PROD16302,CLICK,35999.1,1596084968331
soumyadip,PROD13777,CLICK,13299.05,1596084968331
soumyadip,PROD13777,CLICK,13299.05,1596084968331
soumyadip,PROD48527,CLICK,664.05,1596084968331
soumyadip,PROD48527,CLICK,664.05,1596084968331
soumyadip,PROD88384,CLICK,449.1,1596084968331
soumyadip,PROD88384,CLICK,449.1,1596084968331
soumyadip,PROD24539,CLICK,45589.03,1596084968331
soumyadip,PROD24539,CLICK,45589.03,1596084968331
soumyadip,PROD33146,CLICK,899.1,1596084968331
soumyadip,PROD33146,CLICK,899.1,1596084968331
soumyadip,PROD82394,CLICK,1104.15,1596084968331
soumyadip,PROD82394,CLICK,1104.15,1596084968331
soumyadip,PROD80717,CLICK,581.03,1596084968331
soumyadip,PROD80717,CLICK,581.03,1596084968331
soumyadip,PROD80919,CLICK,899.1,1596084968331
soumyadip,PROD80919,CLICK,899.1,1596084968331
soumyadip,PROD24539,CLICK,45589.03,1596084968331
soumyadip,PROD24539,CLICK,45589.03,1596084968331
soumyadip,PROD53428,CLICK,17149.02,1596084968331
soumyadip,PROD53428,CLICK,17149.02,1596084968331
soumyadip,PROD19922,CLICK,20899.05,1596084968331
